names,scores,logfoldchanges,pvals,pvals_adj
RP11-81A22.5,1.3327522,1.3257195,0.1826131235999906,0.7196177767704878
TTC22,1.332174,1.5595356,0.1828030279378312,0.7202853411007849
ASCC1,1.3316941,0.39116982,0.18296071923529156,0.7208258432756188
CDK19,1.3312881,0.28008142,0.18309422906116624,0.7211901051641341
RP11-158L12.4,1.3311281,0.8998196,0.1831468436596113,0.7213164838000722
XXbac-BPGBPG55C20.2,1.33007,1.6537198,0.18349519171913775,0.7226074379121167
KRT6C,1.3288519,5.703278,0.1838968045040804,0.7241078366301541
MRPS24,1.3283106,0.61900204,0.18407550787754567,0.7247302744596109
RPSAP69,1.3281999,1.3898904,0.18411207667541163,0.7247930323798978
GMPS,1.327597,-0.07719715,0.18431126783322882,0.7254958990948348
OLR1,1.3266989,1.6753757,0.18460831782473408,0.7265023797907743
ALDH5A1,1.326379,0.8111027,0.18471420197842991,0.7268376622815697
AC092168.2,1.3258868,1.9037858,0.18487718842464795,0.7273160917366482
VAV2,1.3252348,0.5114165,0.1850933093415461,0.7280847988933298
RP11-288C18.1,1.3242997,0.43960676,0.1854035446658674,0.7289786864184479
PSMC4,1.3242997,0.048852805,0.1854035446658674,0.7289786864184479
TM7SF3,1.3240782,0.07300742,0.18547707774915356,0.7291206848764781
RPS7P3,1.3240659,0.9095898,0.18548116355275257,0.7291206848764781
GAPDHP65,1.3238075,0.90663075,0.18556698080476142,0.7293764258390527
PCBP1-AS1,1.3226386,0.062313445,0.1859555685779204,0.730822024830563
MAP3K14,1.3223433,0.4680096,0.186053833231833,0.731044669045007
ERCC3,1.3221588,0.21975802,0.1861152681284114,0.7311547168495778
ECD,1.3221343,0.2919176,0.1861234605806923,0.7311547168495778
NSMCE3,1.3215067,-0.09522307,0.18633245818064337,0.7318120856446351
ARMC1,1.3208424,0.0852074,0.1865539387342564,0.732600048891036
BRPF1,1.3201041,0.25387284,0.18680025629781938,0.7334020763303696
MED16,1.3200426,0.33705187,0.18682079360059223,0.7334020763303696
RPL4P4,1.3196489,0.43530133,0.18695227183500918,0.7338362273403024
BCL2L13,1.3195136,0.063466646,0.1869974832584892,0.7339316995405516
IBTK,1.3192183,0.100866765,0.18709615439297766,0.7341375005731579
AC093323.3,1.318074,0.28202015,0.18747886821802118,0.7354924112148474
PPP3CB,1.3176311,0.20173027,0.187627170564029,0.7359920327974946
HPDL,1.3168314,1.8973012,0.18789515798562695,0.7369609707328648
BRD1,1.3165976,0.38253695,0.18797354609773498,0.7371861303877574
PDE6B,1.3164253,0.77382207,0.1880313211996072,0.7372643101032026
IRF8,1.316413,0.13423981,0.18803544849394616,0.7372643101032026
FXN,1.3162531,0.19263375,0.18808910940376256,0.737392418980272
LRRC8D,1.3159455,0.3533037,0.1881923352179985,0.7376324964172666
DNAH7,1.3155518,1.1361517,0.1883245252431982,0.7380682871633875
TCP11L2,1.3151581,0.17017974,0.1884567837544031,0.738421891068468
METAP1,1.3144321,0.2999797,0.18870081497638924,0.7392131936888656
RIPK1,1.3139893,0.121027336,0.1888498298143524,0.7397144671713791
ZNF615,1.3139031,1.080047,0.18887881499536152,0.7397455316979185
ZNF552,1.313374,0.60084397,0.18905693879007535,0.7403592494414373
STAB1,1.3133125,1.6357827,0.18907765889392392,0.7403592494414373
GSE1,1.3129803,0.38250032,0.1891895763845216,0.7405985723715114
AC074212.5,1.3126482,0.8695605,0.18930154270069943,0.7408230900856622
C6orf89,1.3123405,0.11570314,0.18940525875792058,0.7410638938150935
NDUFV2,1.3122298,0.014164866,0.1894426067891063,0.7410774460653234
AC096775.2,1.3117622,0.6234359,0.18960035831463773,0.7414969489520031
LZTS2,1.3112456,0.4692843,0.1897748278602378,0.7420966696571458
CASP8AP2,1.3110733,-0.058959007,0.18983301065347646,0.7422415790462825
C1orf220,1.3093015,1.8953091,0.19043222518335878,0.7444188063882188
CLN8,1.3088217,0.021613302,0.1905947518824791,0.7449712545768054
SLC11A1,1.3083664,0.94273674,0.19074903826193335,0.7454084594964996
SLC38A7,1.3077883,0.4341827,0.19094515621117114,0.7460918664901577
PAIP1,1.3076036,-0.030779434,0.19100777827631354,0.7462535627419411
KYAT3,1.3073453,0.24964796,0.19109547455940146,0.7464464979257595
ZNF444,1.307333,0.3065468,0.19109965131186013,0.7464464979257595
POFUT2,1.30705,0.2386796,0.1911957351619008,0.7467210621866244
KDM4C,1.3070008,0.628613,0.19121244902499102,0.7467210621866244
COMMD1,1.3067178,-0.00041729843,0.19130857460280548,0.7470134217236687
ENTPD4,1.3061641,0.15711083,0.19149674921519777,0.747665105420155
R3HDM1,1.3052783,0.2556677,0.1917981117670836,0.7485921636232484
ZMYND19,1.3052044,0.4712156,0.1918232410491414,0.7486070836678421
FAM3A,1.3046877,0.08459983,0.19199921382767315,0.749210615041681
POC5,1.3034327,0.112875685,0.1924270704549056,0.7507967929409337
ARPIN,1.3033589,0.6113527,0.19245226030041107,0.7508116994953301
KIAA1324L,1.301698,0.7364243,0.19301967279448928,0.7528581487160725
PHBP19,1.3012058,1.029525,0.19318803082123392,0.7534311758135258
ZNF876P,1.3011197,1.189561,0.19321750456322473,0.7534624886602553
SH3BP1,1.2998278,0.84043914,0.19366000713700238,0.7547692014152612
GLE1,1.2997293,0.42444474,0.19369375210172746,0.7548169898063659
FOXO6,1.2992249,2.377706,0.19386676281220638,0.7553236539595111
METTL13,1.2979084,0.32224977,0.1943188129193245,0.7570009415589828
H6PD,1.2977607,0.22696792,0.1943695583289916,0.7571146820276186
MTERF2,1.2973671,0.44909078,0.19450492696327315,0.7574214701324643
GPATCH1,1.2973424,0.32424477,0.19451338979919863,0.7574214701324643
RP11-726G1.1,1.2972809,2.3988671,0.194534548071022,0.7574214701324643
KANSL3,1.2971333,0.3321606,0.19458533481310958,0.7575352619012304
SHISA9,1.295337,0.40355426,0.1952040195267597,0.7597754764675642
SH2B1,1.2947341,0.25581196,0.1954119832459661,0.7604164394004894
ASPG,1.293073,0.9909181,0.19598578469993666,0.7623959859867444
RP11-521I2.3,1.2924702,2.2689013,0.1961943584843785,0.7631228590001814
CHORDC1,1.2923717,0.009692254,0.1962284267848622,0.763170884999572
BACE1-AS,1.292298,1.5387297,0.19625398085439638,0.7631857905167923
ZNF345,1.2920519,0.48965517,0.19633917869422501,0.7633481291824272
TTC7A,1.2909691,0.54498273,0.19671437108835022,0.7647222204236761
SAMD15,1.2908584,1.6487331,0.19675277261345236,0.7647868863561952
LITAF,1.2906001,-0.038108528,0.1968423975206509,0.7649660034164439
NANP,1.2905016,0.5301435,0.19687654820478995,0.7650141032045228
RNF213,1.2885822,-0.070315026,0.1975433539116882,0.7672273963099321
VSIG4,1.2885331,1.3468826,0.19756047319931913,0.7672273963099321
CAPZA2,1.2884469,-0.035542037,0.19759043456502268,0.7672273963099321
RBM44,1.2884223,0.7743921,0.1975989955659193,0.7672273963099321
UBE2A,1.2873518,-0.0014875109,0.1979716618588313,0.768589429769065
LEAP2,1.2868475,0.08557377,0.1981474643399419,0.7691869583011667
RP5-903G2.2,1.2864907,2.610917,0.1982718813645581,0.7695849040812803
DLG3-AS1,1.2862815,2.7611055,0.19834484203990954,0.7696980367873008
ZNF773,1.2859616,0.54658926,0.19845646692921692,0.7700461585376075
RAD18,1.2854817,0.37649974,0.19862399038188538,0.7706110757583418
USP27X,1.2851126,1.178703,0.19875292491194851,0.7709410484413017
AC003075.4,1.2848543,0.5122533,0.19884321548088923,0.7712061348847602
AC004257.1,1.2833655,2.6496673,0.1993640452782771,0.7728848869968296
ZNF138,1.2829964,0.310845,0.19949333069479225,0.7732154632059047
RAPGEF6,1.2824674,0.47454765,0.1996787465895925,0.7738487493299507
CERK,1.2823197,0.14363052,0.19973051301926958,0.7739639985587335
BMS1P1,1.2819629,0.70771396,0.19985565569162178,0.774278141220105
RPL23AP65,1.2817906,0.31993514,0.19991608988674714,0.7744268818269968
ZNF532,1.2812493,0.6280784,0.2001061128106023,0.7749920936508501
FKBP15,1.2810647,0.47361314,0.20017092348689203,0.7751576542171223
UNC93B1,1.280917,0.22340217,0.2002227830616654,0.7751876014183596
GCC1,1.278727,0.3583743,0.20099318563656565,0.7778274674898925
ZNF45,1.2785795,0.88006413,0.20104520059835662,0.7779209177285363
QARS,1.2784563,0.022216897,0.20108855390119873,0.7779209177285363
TTLL11,1.2784563,0.7974948,0.20108855390119873,0.7779209177285363
ACAD8,1.2784072,0.531674,0.20110589713187121,0.7779209177285363
RP11-666A20.4,1.2778782,2.0523407,0.20129240578336427,0.778470960616236
LUCAT1,1.2776567,0.9533059,0.20137051662218752,0.7786873323267179
ZNF184,1.2772629,0.38690978,0.20150943491765516,0.7791387692122609
LINC00302,1.2769431,5.541532,0.20162235748419266,0.7794896049963809
CMTM4,1.2757127,0.58320373,0.2020571050849207,0.7809985024376994
TFF3,1.2747777,1.5075451,0.20238796996976027,0.7820192813029283
TCEB3-AS1,1.2746669,0.8866266,0.20242717746749805,0.7820847680141351
ZNF761,1.2745315,0.48641855,0.2024751052584135,0.7821652636502072
OLFML2A,1.2733504,1.1676496,0.20289373516702958,0.7834565760076475
S100A7,1.2732273,2.9302592,0.20293737867909845,0.7835389889989147
C14orf80,1.2728951,0.21570799,0.20305525031577165,0.7838218215606062
B4GALNT3,1.2718494,1.0817786,0.20342665324221165,0.7851692257129635
C1orf74,1.2703238,1.1909587,0.20396935122650195,0.7870045195852347
ADIRF-AS1,1.2698562,0.58867604,0.20413587261589317,0.7875605451146817
PTK2B,1.2697208,0.39040205,0.2041840946320066,0.7876600971558576
CHEK1,1.2693517,0.26548088,0.20431565134470897,0.7880810637826708
RP3-461F17.3,1.268552,0.8782771,0.20460090240585393,0.78900808978484
GABPA,1.267297,0.30356264,0.20504911085305833,0.7904762464145495
ZFYVE26,1.2664973,0.21033,0.20533510602172556,0.7914919308912043
ASB15,1.2664112,1.3315941,0.20536592278579813,0.7915238807677728
NUDT19,1.2660912,0.23840122,0.2054804144825786,0.7917724946959027
FAM220A,1.266042,1.0562793,0.2054980327061886,0.7917724946959027
RAB29,1.2650824,0.13528322,0.20584180751765468,0.7928342291042316
LRCH4,1.2642703,0.9990905,0.2061330200792848,0.7937838295139928
TMEM131,1.2640612,0.21475735,0.2062080778169535,0.7939158407295057
RPARP-AS1,1.2640488,0.60342973,0.2062124935960572,0.7939158407295057
SEC24B,1.2634214,0.2547721,0.20643778940404756,0.7946961466759297
FHOD3,1.2633107,1.2223231,0.20647756603441947,0.7947091550291708
MBTD1,1.263286,0.59672654,0.20648640604130641,0.7947091550291708
RNF144A,1.2625479,0.58635736,0.20675173404632563,0.7956431736821086
RP5-1014D13.2,1.2622526,0.08458798,0.2068579345183319,0.795964683966881
KLF14,1.2617111,3.0590823,0.20705273821453718,0.7965568341939236
MAN2C1,1.2609237,0.21888505,0.20733632666153745,0.7974561398197174
THUMPD3,1.2591766,-0.06747102,0.2079665446168688,0.7997049956346378
SPICE1,1.2590781,0.76246274,0.20800209114330348,0.7997541554300688
RP1-278O22.1,1.2587953,2.81786,0.20810431194775958,0.8000596345644527
AP1M1,1.2584753,0.104089014,0.2082199097555666,0.8002413617656784
USP10,1.2577617,-0.026778096,0.20847794953152943,0.8010578255457443
RHOBTB2,1.2575772,0.96036214,0.20854472166433613,0.8012267682533023
ZNF521,1.2568759,0.31830496,0.20879859713133375,0.802114444588827
UMAD1,1.2564821,0.66859007,0.20894122182801578,0.8025018788635164
MYCL,1.2564206,1.4077988,0.20896351331158824,0.8025018788635164
LPIN2,1.2564083,-0.08889824,0.2089679718150651,0.8025018788635164
RPS17P2,1.2559776,2.7125316,0.20912406286021668,0.8030135462943948
CTA-797E19.1,1.2548457,0.6784176,0.20953476208539124,0.8043268727051481
NYNRIN,1.2547104,1.1111943,0.2095839064937548,0.8044276332377185
SLC26A2,1.2537876,0.6557811,0.20991920447786028,0.8054141472747073
DPP10,1.2537507,2.42024,0.20993262446966754,0.8054141472747073
SGO2,1.2527173,0.43896857,0.21030863642529263,0.8067492872780483
TM2D3,1.252668,-0.04215784,0.21032655390541977,0.8067492872780483
AGK,1.2522128,0.9628151,0.21049234296644848,0.8072970712942
SLC25A53,1.251942,0.44272113,0.21059096506077157,0.8075871597260651
ZNHIT3,1.2509947,-0.1463589,0.2109364056494022,0.8087353352784532
HHEX,1.2504779,0.7957613,0.21112500043855342,0.8092817903565976
DDIAS,1.250072,1.5429276,0.21127326757856135,0.8097617820849518
SRRM2-AS1,1.2493091,2.1630425,0.21155203365576503,0.8107417869213901
CXCL6,1.2488908,0.3564572,0.21170501821358134,0.8110626774543868
DOPEY2,1.2485462,0.54907805,0.21183106552454445,0.8114570962935967
AP000936.1,1.2484232,0.4828941,0.21187609556283726,0.8115411116974041
METTL4,1.2476236,0.507528,0.21216895943547187,0.8125742740097346
DENND4B,1.2471683,0.3449442,0.21233579713046535,0.813035988685582
FCF1,1.2463193,0.32062373,0.212647180004488,0.813979443474395
CNPY2,1.246307,-0.06519542,0.2126516952227543,0.813979443474395
ZNF467,1.2449659,0.58276653,0.2131442691726919,0.8156871688685906
CTD-3138B18.5,1.2441908,0.72822386,0.2134293431966866,0.816600236656385
RIMKLA,1.2439816,2.134413,0.21350631505481754,0.8168057904454501
ZNF112,1.2437971,3.5687726,0.21357424803419822,0.8169767234274964
CTD-2287O16.5,1.2436248,1.8314184,0.21363766621902258,0.8171303508170431
ZBTB11-AS1,1.2426159,1.2787304,0.21400938846162332,0.8182848910217799
MAN2B1,1.2418162,0.6888638,0.2143043776464717,0.8192518596492292
MYO7B,1.2418039,3.409522,0.21430891823071196,0.8192518596492292
PKMYT1,1.2415333,0.68747705,0.21440882863644595,0.8195249175175306
RP11-983P16.2,1.241484,1.6005594,0.21442699777255325,0.8195249175175306
LCLAT1,1.2412256,0.42958364,0.2145224039510576,0.819800376639157
CNNM3,1.2408688,0.695638,0.21465420565044768,0.8202148467132657
N4BP2L1,1.2402414,-0.008508275,0.21488613643344978,0.8209225186027246
ALPPL2,1.2395401,3.323261,0.21514556687364883,0.8217349159806122
L3MBTL4,1.239417,1.1777333,0.21519110424741195,0.8218195051883498
MARS2,1.2390971,0.4649514,0.2153095339211495,0.8221824230322342
DNAJC13,1.2382851,0.6424612,0.21561037397706784,0.8230628519865578
ZNF155,1.2368824,1.0412407,0.2161307197320903,0.8248699584821848
PPBP,1.2365379,2.2356193,0.21625866214237133,0.8252686102283281
EFCAB5,1.2363411,0.9768022,0.21633179656610446,0.8254580443473154
IFT74,1.2361566,0.31480816,0.21640037625604414,0.8254610385964505
RP11-245J24.1,1.2360951,2.0515757,0.21642323962983268,0.8254610385964505
CMTR1,1.2360212,0.37986788,0.21645067797339723,0.8254610385964505
RPS7P4,1.2359596,1.5661461,0.2164735451722697,0.8254610385964505
C1orf162,1.2338312,0.56228226,0.21726582142750916,0.8282299830676538
SLC7A5,1.2338189,-0.0076523507,0.2172704071135496,0.8282299830676538
UBE2Q2L,1.2332898,2.1311176,0.21746765747220398,0.8288919662926759
ZNF512B,1.2329946,0.8248332,0.21757780667535354,0.8292218502590896
ANKRD42,1.2324163,0.7802993,0.21779363172628696,0.8298643586056927
PBX4,1.2321087,-0.25663835,0.21790849497192533,0.8302119898979177
CTA-276F8.1,1.2320348,2.6984503,0.21793606862936954,0.830227016295446
RUNDC3B,1.2312227,2.6086752,0.21823954440391968,0.8310527897784843
CTD-2269F5.1,1.2311982,2.3576558,0.21824874537786876,0.8310527897784843
RP11-742B18.1,1.2310752,23.403389,0.2182947544290773,0.8310527897784843
ANKRD34B,1.2310752,23.435467,0.2182947544290773,0.8310527897784843
SFR1,1.2294142,0.36274144,0.21891655889365746,0.8332394428262002
PPFIA3,1.2291805,0.8945948,0.21900417412696305,0.8334074026222411
TMED9,1.2291065,0.110102445,0.21903184732642023,0.8334074026222411
GP1BA,1.2291065,2.1028183,0.21903184732642023,0.8334074026222411
MESDC2,1.228799,-0.0038283211,0.21914717935352557,0.8337559444056438
MAP1LC3A,1.2270765,-0.0718315,0.21979384458913587,0.8361256744953756
RP11-844P9.5,1.2269166,2.4412918,0.2198539614859918,0.8362638234069851
FAM105A,1.2267812,-0.00404216,0.21990483884492473,0.8363290491458906
C19orf47,1.2267443,0.8067146,0.21991871595442958,0.8363290491458906
GNL3L,1.2265228,0.3146283,0.22000199180760716,0.8364646663954418
RP11-112N23.1,1.2259322,1.3651544,0.2202241713585733,0.8371282333315453
ZNF610,1.2257107,2.379449,0.22030753017448956,0.8373545080788286
RP11-140K17.3,1.2256,0.43724164,0.22034921806894436,0.8374223663442251
GAPDHP69,1.2253417,2.2591774,0.22044651182647557,0.8376461352784621
LA16c-380H5.5,1.2251202,2.2772956,0.2205299309962876,0.8378372756871284
TRIM52-AS1,1.2242466,0.24758282,0.22085919403735,0.838997489728867
GAREM2,1.2239883,1.1587408,0.22095664920602665,0.8392769589031076
MAATS1,1.2224872,2.11529,0.2215234271510339,0.8412452750485063
LSM5,1.2221551,-0.0088985255,0.2216490022773956,0.8415428674104489
ACRC,1.2220197,0.4443467,0.22170017713320211,0.8416462154051925
UBE3C,1.2213306,0.1580662,0.22196083491480434,0.8425341892855734
EI24,1.22122,-0.05091381,0.22200274680954846,0.8425341892855734
HIF3A,1.2211585,0.90915453,0.22202603364467066,0.8425341892855734
RP13-554M15.2,1.2211338,0.39186028,0.22203534886856324,0.8425341892855734
UBOX5,1.2208631,0.47356442,0.22213783480636573,0.8426703547745261
RP11-309L24.4,1.2207032,0.58700514,0.22219841060035317,0.8428091499992885
PSMC3IP,1.2205802,0.9309094,0.22224501541386177,0.8428216272103578
TMEM177,1.2205678,0.4476853,0.22224967628017545,0.8428216272103578
PLEKHA8P1,1.2191529,1.1349615,0.22278614285775777,0.8444331242835407
CNTD2,1.2190914,1.5213532,0.22280948849805293,0.8444331242835407
ACADM,1.2184516,0.20872696,0.2230523869583929,0.8452270940232026
ART5,1.2169137,1.3633341,0.22363705255044775,0.8470771713410933
RPL21P131,1.2149451,0.18308455,0.2243870227993341,0.8494599769480232
PHOSPHO2,1.2144899,1.1987506,0.22456070903355496,0.8500259116455456
RPS4XP16,1.2141577,0.68399173,0.22468751366248196,0.8504142833708179
GUCY1A3,1.2137271,-0.10212909,0.22485196617142045,0.8508534013390261
PHF6,1.2133334,0.13572156,0.22500239798818955,0.8512392864558027
LINC00173,1.212792,1.6322788,0.2252093591045773,0.8518388235697408
CAMK4,1.2126321,-0.24908076,0.22527053271859243,0.8519784894583149
ZNF665,1.2120045,1.0556109,0.22551063610846744,0.8527208002826976
PUS7,1.2119923,0.31689203,0.22551534584393984,0.8527208002826976
AC004076.5,1.211537,1.2244258,0.22568965543202912,0.8531962603404717
RP11-745A24.2,1.2110941,1.6161319,0.22585934625053805,0.8536897000170903
CHMP6,1.2110695,0.011839028,0.22586877618781476,0.8536897000170903
ZNF548,1.2108849,0.3741308,0.22593950967528942,0.8538651901087764
ASB3,1.2103559,0.41936916,0.22614236662612275,0.8541724415619031
TOMM22,1.2101591,-0.085059986,0.22621788145105326,0.8543658244418743
RP11-260M2.1,1.2099868,1.4694002,0.22628397168187264,0.8544317404666948
IRF2BP1,1.2098022,0.17976093,0.22635479793066027,0.8545155071767216
MIR6820,1.2095561,0.2399101,0.2264492575310223,0.8547802603515758
KIAA0368,1.208744,0.16789705,0.2267611737307531,0.8558273081705501
VANGL2,1.2085595,1.0518968,0.22683210649168517,0.8558754542012467
ST6GAL1,1.2085472,0.5095696,0.22683683590499526,0.8558754542012467
RP11-356I2.4,1.2068863,0.12133208,0.2274759524160962,0.8581025969658085
PDE1B,1.206308,0.7792281,0.22769876057251381,0.8587586896431165
CTNNBL1,1.206308,-0.05819375,0.22769876057251381,0.8587586896431165
ZNF346,1.2060496,0.3494537,0.22779836340539328,0.859042127106203
CEPT1,1.2059265,0.24786125,0.2278458042362529,0.8590724035023624
GRB10,1.205902,0.38686115,0.22785529324714715,0.8590724035023624
PARP2,1.2055575,0.47341597,0.22798816896677687,0.859481149854904
C10orf95,1.2048931,1.1286368,0.22824458516430823,0.8603554875815866
GTF2H2C,1.2044747,1.0444229,0.22840613774748209,0.8606667689197923
TAF1C,1.2044256,0.5709204,0.2284251492863829,0.8606667689197923
RASL12,1.2044256,2.262137,0.2284251492863829,0.8606667689197923
IL20RA,1.2038841,0.5262765,0.2286343505972449,0.8612496091170924
PNMA2,1.2032443,2.2697346,0.22888176435126406,0.8618506083911164
SMYD5,1.203232,0.19964437,0.2288865241752528,0.8618506083911164
LINC01315,1.2028137,0.43197235,0.22904840011992222,0.8622753174984965
LRRC37BP1,1.2028137,0.27298534,0.22904840011992222,0.8622753174984965
FA2H,1.2025062,2.5214427,0.22916747852546915,0.8626311718440496
RPL13P12,1.2020264,-0.34771538,0.22935332880460169,0.8631637413372956
RP11-603J24.7,1.2015588,2.1232607,0.22953451682890436,0.8636426696062919
COMMD5,1.2011774,-0.03513969,0.22968240352065494,0.8641065689793566
GRID1,1.2010543,4.7917924,0.2297301233610478,0.8641935636285241
SCGB1A1,1.2004883,3.6904645,0.22994972546451775,0.8649270532272595
HEATR3,1.20023,0.8239215,0.23005002821961174,0.8651370635578759
SLC25A35,1.2002177,2.1947365,0.2300548053172402,0.8651370635578759
SLC4A1AP,1.1981261,-0.036189195,0.23086793753140056,0.867691709762798
